Title,Author(s),Publication Year,Publication Source,Retrieval Link
Metamong: Detecting Render-update Bugs in Web Browsers through Fuzzing,"Suhwan Song, Byoungyoung Lee",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
MuAkka: Mutation Testing for Actor Concurrency in Akka Using Real-World Bugs,"Mohsen Moradi Moghadam, Mehdi Bagherzadeh, Raffi Khatchadourian, Hamid Bagheri",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Multilingual Code Co-Evolution Using Large Language Models,"Jiyang Zhang, Pengyu Nie, Junyi Jessy Li, Milos Gligoric",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
NaNofuzz: A Usable Tool for Automatic Test Generation,"Matthew C. Davis, Sangheon Choi, Sam Estep, Brad A. Myers, Joshua Sunshine",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Neural-Based Test Oracle Generation: A Large-scale Evaluation and Lessons Learned,"Soneya Binta Hossain, Antonio Filieri, Matthew B Dwyer, Sebastian Elbaum, Willem Visser",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
NeuRI: Diversifying DNN Generation via Inductive Rule Inference,"Jiawei Liu, Jinjun Peng, Yuyao Wang, Lingming Zhang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
On the Relationship Between Code Verifiability and Understandability,"Kobi Feldman, Martin Kellogg, Oscar Chaparro",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
On the Usage of Continual Learning for Out-of-Distribution Generalization in Pre-trained Language Models of Code,"Martin Weyssow, Xin Zhou, Kisub Kim, David Lo, Houari Sahraoui",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Outage-Watch: Early Prediction of Outages using Extreme Event Regularizer,"Shubham Agarwal, Sarthak Chakraborty, Shaddy Garg, Sumit Bisht, Chahat Jain, Ashritha Gonuguntla, Shiv Saini",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
PEM: Representing Binary Program Semantics for Similarity Analysis via A Probabilistic Execution Model,"Xiangzhe Xu, Zhou Xuan, Shiwei Feng, Siyuan Cheng, Yapeng Ye, Qingkai Shi, Guanhong Tao, Le Yu, Zhuo Zhang, Xiangyu Zhang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Pitfalls in Experiments with DNN4SE: An Analysis of the State of the Practice,"Sira Vegas, Sebastian Elbaum",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
PPR: Pairwise Program Reduction,"Mengxiao Zhang, Zhenyang Xu, Yongqiang Tian, Yu Jiang, Chengnian Sun",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Practical Inference of Nullability Types,"Nima Karimipour, Justin Pham, Lazaro Clapp, Manu Sridharan",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Predicting Software Performance with Divide-and-Learn,"Jingzhi Gong, Tao Chen",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Program Repair Guided by Datalog-Defined Static Analysis,"Yu Liu, Sergey Mechtaev, Pavle Subotic, Abhik Roychoudhury",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Property-based Fuzzing for Finding Data Manipulation Errors in Android Apps,"Jingling Sun, Ting Su, Jiayi Jiang, Jue Wang, Geguang Pu, Zhendong Su",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
RAP-Gen: Retrieval-Augmented Patch Generation with CodeT5 for Automatic Program Repair,"Weishi Wang, Yue Wang, Shafiq Joty, Steven C.H. Hoi",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Recommending Analogical APIs via Knowledge Graph Embedding,"Mingwei Liu, Yanjun Yang, Yiling Lou, Xin Peng, Zhong Zhou, Xueying Du, Tianyong Yang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] A Generative and Mutational Approach for Synthesizing Bug-exposing Test Cases to Guide Compiler Fuzzing,"Guixin Ye, Tianmin Hu, Zhanyong Tang, Zhenye Fan, Shin Hwei Tan, Bo Zhang, Wenxiang Qian, Zheng Wang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] An Extensive Study on Adversarial Attack against Pre-trained Models of Code,"Xiaohu Du, Ming Wen, Zichao Wei, Shangwen Wang, Hai Jin",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
"[Remote] API-Knowledge Aware Search-based Software Testing: Where, What and How","Xiaoxue Ren, Xinyuan Ye, Yun Lin, Zhenchang Xing, Shuqing Li, Michael Lyu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] A Practical Human Labeling Method for Online Just-in-Time Software Defect Prediction,"Liyan Song, Leandro Minku, Cong Teng, Xin Yao",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Automated and Context-Aware Repair of Color-Related Accessibility Issues for Android Apps,"Yuxin Zhang, Sen Chen, Lingling Fan, Chunyang Chen, Xiaohong Li",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] CAmpactor: A Novel and Effective Local Search Algorithm for Optimizing Pairwise Covering Arrays,"Qiyuan Zhao, Chuan Luo, Shaowei Cai, Wei Wu, Jinkun Lin, Hongyu Zhang, Chunming Hu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] CCT5: A Code-Change-Oriented Pre-Trained Model,"Bo Lin, Shangwen Wang, Zhongxin Liu, Yepang Liu, Xin Xia, Xiaoguang Mao",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] CodeMark: Imperceptible Watermarking for Code Datasets against Neural Code Completion Models,"Zhensu Sun, Xiaoning Du, Fu Song, Li Li",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Comparison and Evaluation on Static Application Security Testing (SAST) Tools for Java,"Kaixuan Li, Sen Chen, Lingling Fan, Ruitao Feng, Han Liu, Chengwei Liu, Yang Liu, Yixiang Chen",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Compatibility Issues in Deep Learning Systems: Problems and Opportunities,"Jun Wang, Guanping Xiao, Shuai Zhang, Huashan Lei, Yepang Liu, Yulei Sui",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] DeepInfer: Deep Type Inference from Smart Contract Bytecode,"Kunsong Zhao, Zihao Li, Jianfeng Li, He Ye, Xiapu Luo, Ting Chen",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] DeepRover: A Query-efficient Blackbox Attack for Deep Neural Networks,"Fuyuan Zhang, Xinwen Hu, Lei Ma, Jianjun Zhao",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Demystifying Dependency Bugs in Deep Learning Stack,"Kaifeng Huang, Bihuan Chen, Susheng Wu, Junming Cao, Lei Ma, Xin Peng",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Demystifying the Composition and Code Reuse in Solidity Smart Contracts,"Kairan Sun, Zhengzi Xu, Chengwei Liu, Kaixuan Li, Yang Liu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Detecting Atomicity Violations in Interrupt-Driven Programs via Interruption Points Selecting and Delayed ISR-Triggering,"Bin Yu, Cong Tian, Hengrui Xing, Zuchao Yang, Jie Su, Xu Lu, Jiyu Yang, Liang Zhao, Xiaofeng Li, Zhenhua Duan",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] DiagConfig: Configuration Diagnosis of Performance Violations in Configurable Software Systems,"Zhiming Chen, Pengfei Chen, Guangba  Yu, Zilong He, Genting Mai, Peipei Wang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Discovering Parallelisms in Python Programs,"Siwei Wei, Guyang Song, Senlin Zhu, Ruoyi Ruan, Shihao Zhu, Yan Cai",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Distinguishing Look-Alike Innocent and Vulnerable Code by Subtle Semantic Representation Learning and Explanation,"Chao Ni, Xin Yin, Kaiwen Yang, Dehai Zhao, Zhenchang Xing, Xin Xia",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Gitor: Scalable Code Clone Detection by Building Global Sample Graph,"Junjie shan, Shihan Dou, Yueming Wu, Hairu wu, Yang Liu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Heterogeneous Testing for Coverage Profilers Empowered with Debugging Support,"Yibiao Yang, Maolin Sun, Yang Wang, Qingyang Li, Ming Wen, Yuming Zhou",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Hue: A User-Adaptive Parser for Hybrid Logs,"Junjielong Xu, Qiuai Fu, Zhouruixing Zhu, Yutong Cheng, zhijing li, Yuchi Ma, Pinjia He",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Log Parsing with Generalization Ability under New Log Types,"Siyu Yu, Yifan Wu, Zhijing Li, Pinjia He, Ningjiang Chen, Changjian Liu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Mining Resource-Operation Knowledge to Support Resource Leak Detection,"Chong Wang, Yiling Lou, Xin Peng, Jianan Liu, Baihan Zou",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Natural Language to Code: How Far are We?,"Shangwen Wang, Mingyang Geng, Bo Lin, Zhensu Sun, Ming Wen, Yepang Liu, Li Li, Tegawendé F. Bissyandé, Xiaoguang Mao",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Nezha: Interpretable Fine-Grained Root Causes Analysis for Microservices on Multi-Modal Observability Data,"Guangba  Yu, Pengfei Chen, Yufeng Li, Hongyang Chen, Xiaoyun Li, Zibin Zheng",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] OOM-Guard: Towards Improving The Ergonomics of Rust OOM Handling via A Reservation-based Approach,"Chengjun Chen, Zhicong Zhang, Hongliang Tian, Shoumeng Yan, Hui Xu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Pre-training Code Representation with Semantic Flow Graph for Effective Bug Localization,"Yali Du, Zhongxing Yu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Self-Supervised Query Reformulation for Code Search,"Yuetian Mao, Chengcheng Wan, Yuze Jiang, Xiaodong Gu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Semantic Test Repair for Web applications,"Xiaofang Qi, Xiang Qian, Yanhui Li",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Software Architecture in Practice: Challenges and Opportunities,"Zhiyuan Wan, Yun Zhang, Xin Xia, Yi Jiang, David Lo",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] The EarlyBIRD Catches the Bug: On Exploiting Early Layers of Encoder Models for More Efficient Code Classification,"Anastasiia Grishina, Max Hort, Leon Moonen",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Towards Automated Detection of Unethical Behavior in Open-source Software Projects,"Hsu Myat Win, Haibo Wang, Shin Hwei Tan",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] TransRacer: Function Dependence-Guided Transaction Race Detection for Smart Contracts,"Chenyang Ma, Wei Song, Jeff Huang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Tritor: Detecting Semantic Code Clones by Building Social Network-based Triads Model,"Deqing Zou, Siyue Feng, Yueming Wu, Wenqi Suo, Hai Jin",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
[Remote] Understanding the topics and challenges of GPU programming by classifying and analyzing Stack Overflow posts,"Wenhua Yang, Chong Zhang, Minxue Pan",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Revisiting Neural Program Smoothing for Fuzzing,"Maria Irina Nicolae, Max Eisele, Andreas Zeller",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Scalable Program Clone Search Through Spectral Analysis,"Tristan Benoit, Jean-Yves Marion, Sébastien Bardin",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Semantic Debugging,"Martin Eberlein, Marius Smytzek, Dominic Steinhöfel, Lars Grunske, Andreas Zeller",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
SJFuzz: Seed & Mutator Scheduling for JVM Fuzzing,"Mingyuan Wu, Yicheng Ouyang, Minghai Lu, Junjie Chen, Yingquan Zhao, Heming Cui, Guowei Yang, Yuqun Zhang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
SmartFix: Fixing Vulnerable Smart Contracts by Accelerating Generate-and-Verify Repair using Statistical Models,"Sunbeom So, Hakjoo Oh",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Software Architecture Recovery with Information Fusion,"Yiran Zhang, Zhengzi Xu, Chengwei Liu, Hongxu Chen, Sun Jianwen, Dong Qiu, Yang Liu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Software Composition Analysis for Vulnerability Detection: An Empirical Study on Java Projects,"Lida Zhao, Sen Chen, Zhengzi Xu, Chengwei Liu, Lyuye Zhang, Wu Jiahui, Jun Sun, Yang Liu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Speeding up SMT Solving via Compiler Optimization,"Benjamin Mikek, Qirun Zhang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
State Merging with Quantifiers in Symbolic Execution,"David Trabish, Noam Rinetzky, Sharon Shoham, Vaibhav Sharma",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Statfier: Automated Testing of Static Analyzers via Semantic-preserving Program Transformations,"Huaien Zhang, Yu Pei, Junjie Chen, Shin Hwei Tan",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Statistical Reachability Analysis,"Seongmin Lee, Marcel Böhme",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Statistical Type Inference for Incomplete Programs,"Yaohui Peng, Jing Xie, Qiongling Yang, Hanwen Guo, Qingan Li, Jingling Xue, YUAN Mengting",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Testing Coreference Resolution Systems without Labeled Test Sets,"Jialun Cao, Yaojie Lu, Ming Wen, Shing-Chi Cheung",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Towards Greener Yet Powerful Code Generation via Quantization: An Empirical Study,"Xiaokai Wei, Sujan Kumar Gonugondla, Shiqi Wang, Wasi Ahmad, Baishakhi Ray, Haifeng Qian, Xiaopeng LI, Varun Kumar, Zijian Wang, Yuchen Tian, Qing Sun, Ben Athiwaratkun, Mingyue Shang, Murali Krishna Ramanathan, Parminder Bhatia, Bing Xiang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
TransMap: Pinpointing Mistakes in Neural Code Translation,"Bo Wang, Ruishi Li, Mingkai Li, Prateek Saxena",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Understanding Solidity Event Logging Practices in the Wild,"Lantian Li, Yejian Liang, Zhihao Liu, Zhongxing Yu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Understanding the Bug Characteristics and Fix Strategies of Federated Learning Systems,"Xiaohu Du, Xiao CHEN, Jialun Cao, Ming Wen, Shing-Chi Cheung, Hai Jin",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
ViaLin: Path-Aware Dynamic Taint Analysis for Android,"Khaled Ahmed, Yingying Wang, Mieszko Lis, Julia Rubin",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
"""We Feel Like We're Winging It"": A Study on Navigating Open-Source Dependency Abandonment","Courtney Miller, Christian Kästner, Bogdan Vasilescu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
When Function Inlining Meets WebAssembly: Counterintuitive Impacts on Runtime Performance,"Alan Romano, Weihang Wang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Abstraction-Aware Inference of Metamorphic Relations,"Agustin Nolasco, Facundo Molina, Renzo Degiovanni, Alessandra Gorla, Diego Garbervetsky, Mike Papadakis, Sebastian Uchitel, Nazareno Aguirre, Marcelo F. Frias",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
A Critical Review of Common Log Data Sets Used for Evaluation of Sequence-based Anomaly Detection Techniques,"Max Landauer, Florian Skopik, Markus Wurzenberger",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Active Monitoring Mechanism for Control-based Self-Adaptive Systems,"Yi Qin, Yanxiang Tong, Yifei Xu, Chun Cao, Xiaoxing Ma",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Adapting Multi-objectivized Software Configuration Tuning,"Tao Chen, Miqing Li",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
A Deep Dive into Large Language Models for Automated Bug Localization and Repair,"Soneya Binta Hossain, Nan Jiang, Qiang Zhou, Xiaopeng LI, Wen-Hao Chiang, Yingjun Lyu, Hoan Nguyen, Omer Tripp",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
"AI-assisted Code Authoring at Scale: Fine-tuning, deploying, and mixed methods evaluation","Vijayaraghavan Murali, Chandra Sekhar Maddila, Imad Ahmad, Michael Bolin, Daniel Cheng, Negar Ghorbani, Renuka Fernandez, Nachiappan Nagappan, Peter C Rigby",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
A Miss Is as Good as A Mile: Metamorphic Testing for Deep Learning Operators,"Jinyin Chen, Chengyu Jia, Yunjie Yan, Jie Ge, haibin zheng, Yao Cheng",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Analyzing Quantum Programs with LintQ: A Static Analysis Framework for Qiskit,"Matteo Paltenghi, Michael Pradel",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
An Analysis of the Costs and Benefits of Autocomplete in IDEs,"Shaokang Jiang, Michael Coblenz",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
An empirical study on code review activity prediction in practice,"Doriane Olewicki, Sarra Habchi, Bram Adams",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
An Empirical Study on Focal Methods in Deep-Learning-Based Approaches for Assertion Generation,"Yibo He, Jiaming Huang, Hao Yu, Tao Xie",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
A Quantitative and Qualitative Evaluation of LLM-based Explainable Fault Localization,"Sungmin Kang, Gabin An, Shin Yoo",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Are Human Rules Necessary? Generating Reusable APIs with CoT Reasoning and In-context Learning,"Yubo Mai, Zhipeng Gao, Xing Hu, Lingfeng Bao , Yu Liu, JianLing Sun",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
AROMA: Automatic Reproduction of Maven Artifacts,"Mehdi Keshani, Tudor-Gabriel Velican, Gideon Bot, Sebastian Proksch",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
A Transferability Study of Interpolation-Based Hardware Model Checking to Software Verification,"Dirk Beyer, Po-Chun Chien, Marek Jankola, Nian-Ze Lee",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
A Weak Supervision-Based Approach to Improve Chatbots for Code Repositories,"Farbod Farhour, Ahmad Abdellatif, Essam Mansour, Emad Shihab",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
BARO: Robust Root Cause Analysis for Microservices via Multivariate Bayesian Online Change Point Detection,"Luan Pham, Huong Ha, Hongyu Zhang",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Beyond Code Generation: An Observational Study of ChatGPT Usage in Software Engineering Practice,"Ranim Khojah, Mazen Mohamad, Philipp Leitner, Francisco Gomes de Oliveira Neto",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Bin2Summary: Beyond Function Name Prediction in Stripped Binaries with Functionality-specific Code Embeddings,"Zirui Song, Jiongyi Chen, Kehuan Zhang",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Bloat beneath Python's Scales: A Fine-Grained Inter-Project Dependency Analysis,"Georgios-Petros Drosos, Thodoris Sotiropoulos, Diomidis Spinellis, Dimitris Mitropoulos",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Bounding Random Test Set Size with Computational Learning Theory,"Neil Walkinshaw, Michael Foster, José Miguel Rojas, Robert Hierons",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
BRF: Fuzzing the eBPF runtime,"Hsin-Wei Hung, Ardalan Amiri Sani",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Can GPT-4 Replicate Empirical Software Engineering Research?,"Jenny T. Liang, Carmen Badea, Christian Bird, Robert DeLine, Denae Ford, Nicole Forsgren, Thomas Zimmermann",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Can Large Language Models Transform Natural Language Intent into Formal Method Postconditions?,"Madeline Endres, Sarah Fakhoury, Saikat Chakraborty, Shuvendu K. Lahiri",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
CC2Vec: Combining Typed Tokens with Contrastive Learning for Effective Code Clone Detection,"Shihan Dou, Yueming Wu, Haoxiang Jia, Yuhao Zhou, Yang Liu",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems,"Guangba  Yu, Pengfei Chen, Zilong He, Qiuyu Yan, Yu Luo, Fangyuan Li, Zibin Zheng",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Characterizing Python Library Migrations,"Mohayeminul Islam, Ajay Jha, Ildar Akhmetov, Sarah Nadi",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
ClarifyGPT: A Framework for Enhancing LLM-based Code Generation via Requirements Clarification,"Fangwen Mu, Lin Shi, Song Wang, Zhuohao Yu, Binquan Zhang, ChenXue Wang, Shichao LIu, Qing Wang",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
CodeArt: Better Code Models by Attention Regularization When Symbols Are Lacking,"Zian Su, Xiangzhe Xu, Ziyang Huang, Zhuo Zhang, Yapeng Ye, Jianjun Huang, Xiangyu Zhang",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Code-Aware Prompting: A study of Coverage guided Test Generation in Regression Setting using LLM,"Gabriel Ryan, Siddhartha Jain, Mingyue Shang, Shiqi Wang, Xiaofei Ma, Murali Krishna Ramanathan, Baishakhi Ray",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
CodePlan: Repository-level Coding using LLMs and Planning,"Ramakrishna Bairi, Atharv Sonwane, Aditya Kanade, Vageesh D C, Arun Iyer, Suresh Parthasarathy, Sriram Rajamani, B. Ashok, Shashank Shet",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Component Security Ten Years Later: An Empirical Study of Cross-Layer Threats in Real-World Mobile Applications,"Keke Lian, Lei Zhang, Guangliang Yang, Shuo Mao, Xinjie Wang, Yuan Zhang, Min Yang",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
CORE: Resolving Code Quality Issues Using LLMs,"Nalin Wadhwa, Jui Pradhan, Atharv Sonwane, Surya Prakash Sahu, Nagarajan Natarajan, Aditya Kanade, Suresh Parthasarathy, Sriram Rajamani",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
COSTELLO: Contrastive Testing for Embedding-based Large Language Model as a Service Embeddings,"Weipeng Jiang, Juan Zhai, Shiqing Ma, Xiaoyu Zhang, Chao Shen",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
CrossCert: A Cross-Checking Detection Approach to Patch Robustness Certification for Deep Learning Models,"Qilin Zhou, Zhengyuan Wei, Haipeng Wang, Bo Jiang, Wing-Kwong Chan",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
Cut to the Chase: An Error-Oriented Approach to Detect Error-Handling Bugs,"Haoran Liu, Zhouyang Jia, Shanshan Li, Yan Lei, Yue Yu, Yu Jiang, Xiaoguang Mao, Liao Xiangke",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
DAInfer: Inferring API Aliasing Specifications from Library Documentation via Neurosymbolic Optimization,"Chengpeng Wang, Jipeng Zhang, Rongxin Wu, Charles Zhang",2024,FSE - Research Papers,https://2024.esec-fse.org/track/fse-2024-research-papers?#event-overview
